Table 1
State/Territory/Agency,District,School,City,Source Date,Source,Additional Info,Confirmed - Students,Confirmed - Staff,Confirmed - Undefined,Quarantined (Yes/No),Quarantine - Students,Quarantine - Staff,Quarantined - Undefined,Possible - Students,Possible - Staff,Possible - Undefined,Deaths - Students,Deaths - Staff
TEXAS,LONGVIEW ISD,FOSTER MIDDLE,LONGVIEW,08/20/20,"https://www.cbs19.tv/article/news/local/longview-isd-foster-middle-school-student-tests-positive-for-covid-19/501-0f862427-7a09-459e-a817-96ddee79ccba
https://www.news-journal.com/news/coronavirus/longview-isd-foster-middle-school-student-tests-positive-for-covid-19/article_31fce322-e2fc-11ea-ae66-4bcf3446e22f.html
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,FOSTER MIDDLE,LONGVIEW,08/28/20,"https://www.news-journal.com/news/local/foster-middle-school-student-tests-positive-for-covid-19/article_7a764df2-e93a-11ea-a0a2-1fbe546f0408.html
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,FOSTER MIDDLE,LONGVIEW,09/03/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,FOSTER MIDDLE,LONGVIEW,09/09/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,HUDSON EL,LONGVIEW,08/21/20,"https://www.news-journal.com/news/local/ned-e-williams-student-tests-positive-for-covid-19/article_b4975242-e3e5-11ea-8629-a384010d170c.html
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,J L EVERHART MAGNET EL,LONGVIEW,08/26/20,"https://www.cbs19.tv/article/news/local/2-more-students-at-longview-isd-test-positive-for-covid-19/501-151ed460-b077-47a8-aa89-fe441e863370
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,J L EVERHART MAGNET EL,LONGVIEW,09/03/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,JUDSON STEAM ACADEMY,LONGVIEW,08/28/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,LEAD ACADEMY H S,LONGVIEW,08/28/20,https://www.news-journal.com/news/local/foster-middle-school-student-tests-positive-for-covid-19/article_7a764df2-e93a-11ea-a0a2-1fbe546f0408.html,Sibling of Foster Middle School student is in quarantine.,,,,Yes,1,,,,,,,
TEXAS,LONGVIEW ISD,LONGVIEW H S,LONGVIEW,08/20/20,https://www.news-journal.com/news/coronavirus/two-students-at-longview-high-school-confirmed-with-covid-19/article_750cdee8-e319-11ea-8830-3ff5953222b4.html,2 students tested positive for COVID,2,,,,,,,,,,,
TEXAS,LONGVIEW ISD,LONGVIEW H S,LONGVIEW,08/24/20,https://www.news-journal.com/longview-pine-tree-isds-have-students-test-positive-for-covid-19/article_a46cc204-e628-11ea-a55d-0b0fa4d05f58.html?utm_source=Longview%20News-Journal&utm_medium=referral&utm_campaign=Breaking%20News,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,LONGVIEW H S,LONGVIEW,08/31/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,3 students tested positive for COVID,3,,,,,,,,,,,
TEXAS,LONGVIEW ISD,NED E WILLIAMS EL,LONGVIEW,08/21/20,"https://www.news-journal.com/news/local/ned-e-williams-student-tests-positive-for-covid-19/article_b4975242-e3e5-11ea-8629-a384010d170c.html
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,PLAYING FOR KEEPS EARLY CHILDHOOD CENTER,LONGVIEW,08/26/20,"https://www.cbs19.tv/article/news/local/2-more-students-at-longview-isd-test-positive-for-covid-19/501-151ed460-b077-47a8-aa89-fe441e863370
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LUBBOCK ISD,CORONADO H S,LUBBOCK,08/22/20,https://www.kcbd.com/2020/08/22/lubbock-frenship-isd-report-additional-covid-exposures/,At least one person tested positive for COVID.,,,,,,,,,,,,
TEXAS,LUBBOCK ISD,ESTACADO H S,LUBBOCK,08/22/20,https://www.kcbd.com/2020/08/22/lubbock-frenship-isd-report-additional-covid-exposures/,At least one person tested positive for COVID.,,,,,,,,,,,,
TEXAS,Lubbock ISD,Guadalupe Elementary School,Lubbock,08/19/20,"https://www.everythinglubbock.com/news/local-news/lubbock-isd-says-confirmed-case-of-covid-notification-to-come/
https://www.kcbd.com/2020/08/19/covid-case-confirmed-honey-elementary-school-lubbock/
https://kfyo.com/lubbock-isd-confirms-covid-19-cases-at-2-elementary-schools-possible-exposure-at-willie-mccool-academy/",1 confirmed case. Classes will continue as normal,,,1,,,,,,,,,
TEXAS,LUBBOCK ISD,HONEY EL,LUBBOCK,08/19/20,"https://www.everythinglubbock.com/news/local-news/lubbock-isd-says-confirmed-case-of-covid-notification-to-come/
https://www.kcbd.com/2020/08/19/covid-case-confirmed-honey-elementary-school-lubbock/
https://kfyo.com/lubbock-isd-confirms-covid-19-cases-at-2-elementary-schools-possible-exposure-at-willie-mccool-academy/",1 confirmed case. Classes will continue as normal,,,1,,,,,,,,,
TEXAS,LUBBOCK ISD,SMITH EL,LUBBOCK,08/22/20,https://www.kcbd.com/2020/08/22/lubbock-frenship-isd-report-additional-covid-exposures/,At least one person tested positive for COVID.,,,,,,,,,,,,
TEXAS,LUBBOCK ISD,WESTER EL,LUBBOCK,08/22/20,https://www.kcbd.com/2020/08/22/lubbock-frenship-isd-report-additional-covid-exposures/,At least one person tested positive for COVID.,,,,,,,,,,,,
TEXAS,LUBBOCK-COOPER ISD,LUBBOCK-COOPER HIGH SCHOOL,LUBBOCK,09/01/20,https://www.google.com/amp/s/www.everythinglubbock.com/news/local-news/lcisd-confirms-high-school-student-positive-for-covid-19/amp/,1 student tested positive for COVD.,1,,,,,,,,,,,
TEXAS,LUFKIN ISD,,LUFKIN,09/04/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,"There are 272 students in quarantine today, as well as 17 staff members. There were two new positive cases reported today.",,,2,Yes,272,17,,,,,,
TEXAS,LUFKIN ISD,,LUFKIN,09/04/20,https://sites.google.com/lufkinisd.org/covid-tracking/home,"Lufkin ISD PK-12 district dashboard. Data is updated daily, execept on weekends.",,,,,,,,,,,,
TEXAS,LUFKIN ISD,,LUFKIN,09/16/20,https://sites.google.com/lufkinisd.org/covid-tracking/home,District dashboard. Data from 9/1/20 - 9/15/20. Doesn't include cases resported by kltv on 9/4/20.,13,2,,,,,,,,,,
TEXAS,LULING ISD,LULING H S,LULING,08/24/20,https://www.google.com/amp/s/www.statesman.com/sports/20200824/luling-cancels-season-opener-after-player-tests-positive-for-covid-19%3Ftemplate%3Dampart,1 football player tested positive for COVID; 11 teammates and 2 coaches were in quarantine.,1,,,Yes,11,2,,,,,,
TEXAS,MANSFIELD ISD,ALICE PONDER EL,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,BROOKS WESTER MIDDLE,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,CAROL HOLT EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,CHARLOTTE ANDERSON EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,CROSS TIMBERS INT,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,MANSFIELD ISD,D P MORRIS EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,DELLA ICENHOWER INT,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,MANSFIELD ISD,DONNA SHEPARD INT,MANSFIELD,08/06/20,https://www.fox4news.com/news/staff-members-at-four-north-texas-school-districts-test-positive-for-covid-19,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,DONNA SHEPARD INT,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,MANSFIELD ISD,DR SARAH JANDRUCKO ACADEMY FOR EARLY LEARNERS,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,MANSFIELD ISD,ELIZABETH SMITH EL,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,MANSFIELD ISD,ERMA NASH EL,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,MANSFIELD ISD,GLENN HARMON EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,IMOGENE GIDEON EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,MANSFIELD ISD,KENNETH DAVIS EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,LINDA JOBE MIDDLE,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,MANSFIELD ISD,MANSFIELD FRONTIER H S,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,3,,,,,,,,,,
TEXAS,MANSFIELD ISD,MANSFIELD H S,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,7,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,MANSFIELD LAKE RIDGE H S,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,4,,,,,,,,,,
TEXAS,MANSFIELD ISD,MANSFIELD LEGACY H S,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,4,,,,,,,,,,,
TEXAS,MANSFIELD ISD,MANSFIELD SUMMIT H S,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,MANSFIELD ISD,MARTHA REID EL,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,MARY LILLARD I S,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,ROBERTA TIPPS EL,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,MANSFIELD ISD,ROGENE WORLEY MIDDLE,MANSFIELD,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,T A HOWARD MIDDLE,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,TARVER-RENDON EL,BURLESON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,MANSFIELD ISD,TCCSE EARLY COLLEGE H S AT TIMBERVIEW,ARLINGTON,08/13/20,https://www.fox4news.com/news/staff-members-at-four-north-texas-school-districts-test-positive-for-covid-19,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MANSFIELD ISD,TCCSE EARLY COLLEGE H S AT TIMBERVIEW,ARLINGTON,09/16/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard data current as of 9/16/2020,3,,,,,,,,,,,
TEXAS,MANSFIELD ISD,,ARLINGTON,08/24/20,https://www.mansfieldisd.org/parents-students/covid-19/misd-cases,District dashboard. The district will be providing the numbers of lab-confirmed positive COVID-19 cases as well as the recovery status of those cases on a daily basis below.,,,,,,,,,,,,
TEXAS,MARSHALL ISD,MARSHALL H S,MARSHALL,08/21/20,"https://www-arklatexhomepage-com.cdn.ampproject.org/c/s/www.arklatexhomepage.com/news/local-news/marshall-high-school-student-tests-positive-for-covid-19/amp/
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,MARSHALL ISD,MARSHALL J H,MARSHALL,08/28/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,MARSHALL ISD,MARSHALL J H,MARSHALL,09/01/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 person tested positive for COVID,,,1,,,,,,,,,
TEXAS,MARSHALL ISD,WASHINGTON ECH CTR,MARSHALL,08/19/20,"https://www.arklatexhomepage.com/news/local-news/student-tests-positive-for-covid-19-in-marshall-isd-14-students-in-quarantine/
https://www.easttexasmatters.com/health/coronavirus/marshall-isd-elementary-student-tests-positive-for-covid-19-14-students-in-quarantine/
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/",1 student tested positive for COVID. 14 other students and 2 staff were placed in quarantine,1,,,Yes,14,2,,,,,,
TEXAS,MASON ISD,MASON EL,MASON,08/25/20,https://www.google.com/amp/s/www.kvue.com/amp/article/news/education/schools/mason-isd-texas-student-tests-positive-for-coronavirus/269-0f7ef3a8-2f80-47d8-bd80-7c70fa629d97,1 student tested positive for COVID; 6 other students in quarantine.,1,,,Yes,6,,,,,,,
TEXAS,MASON ISD,MASON H S,MASON,08/03/20,"https://www.google.com/amp/s/www.kxan.com/sports-general/high-school-sports/mason-high-school-football-coach-tests-positive-for-covid-19/amp/
https://www.kxan.com/sports-general/high-school-sports/mason-high-school-football-coach-tests-positive-for-covid-19/",Football coach tested positive for COID; cheerleading sponsor in quarantine,,1,,Yes,,1,,,,,,
TEXAS,MCMULLEN COUNTY ISD,MCMULLEN COUNTY SCHOOL,TILDEN,08/18/20,https://foxsanantonio.com/features/coronavirus/south-texas-school-district-reports-two-students-with-covid-19,2 students in the district tested positive.,2,,,,,,,,,,,
TEXAS,MERIDIAN ISD,MERIDIAN H S,MERIDIAN,08/16/20,https://www.meridianisd.org/article/288005?org=meridian-isd,Student tested positive for COVID-19. Band practice resumed 1 week after student was last on campus,1,,,,,,,,,,,
TEXAS,MESQUITE ISD,WEST MESQUITE H S,MESQUITE,08/31/20,https://drive.google.com/file/d/1F7SRq3JWluaDNFHoN2z-6h7-AHjPg_FU/view?usp=sharing,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,MIDLAND ISD,ALAMO J H,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,Central Office,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,2 staff members tested positive for COVID-19,,2,,,,,,,,,,
TEXAS,MIDLAND ISD,Central Office,MIDLAND,08/19/20,https://www.mrt.com/news/article/Three-more-MISD-staffers-test-positive-for-COVID-15495740.php,1 confirmed case,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,JAMES BOWIE FINE ARTS ACADEMY,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,JAMES BOWIE FINE ARTS ACADEMY,MIDLAND,08/19/20,https://www.mrt.com/news/article/Three-more-MISD-staffers-test-positive-for-COVID-15495740.php,1 confirmed case,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,LEE FRESHMAN H S,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,LONG EL,MIDLAND,08/13/20,https://www.mrt.com/news/education/article/MISD-Long-staffer-is-district-s-seventh-COVID-15482129.php?fbclid=IwAR0nDU1I_PzgePwmjqGtspkxxHIf_SZDlxQPuZAS4zCBaUH3KMd5K0bR8Wc,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,MIDLAND H S,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,RALPH BUNCHE EL,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,SAN JACINTO J H,MIDLAND,08/13/20,https://www.midlandisd.net/Page/33919,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MIDLAND ISD,,MIDLAND,08/24/20,https://www.midlandisd.net/coviddashboard,Midland ISD district dashboard. Lists total number of cases for the District and whether a school needed to close.,,,,,,,,,,,,
TEXAS,MIDWAY ISD,CASTLEMAN CREEK EL,HEWITT,08/28/20,https://wacotrib.com/news/local/midway-high-school-student-tests-positive-for-covid-19-23-others-under-quarantine/article_fdf5d3ca-e956-11ea-acac-dfbe27b991ee.html,1 staff in quarantine due to spouse testing positive for COVID,,1,,,,,,,,,,
TEXAS,MIDWAY ISD,MIDWAY H S,WACO,08/28/20,https://wacotrib.com/news/local/education/dozens-of-midway-students-likely-to-quarantine-after-senior-tests-positive-for-covid-19-county/article_fdf5d3ca-e956-11ea-acac-dfbe27b991ee.html,1 student tested positive for COVID.,1,,,Yes,23,1,,,,,,
TEXAS,MIDWAY ISD,WOODWAY EL,WACO,08/22/20,https://www.kwtx.com/2020/08/22/local-principal-to-quarantine-after-positive-case-of-covid-19/,1 staff member tested postivie. Principal and leadership team will quarantine. School will start as usual on August 24.,,1,,,,,,,,,,
TEXAS,MILES ISD,MILES H S,MILES,08/27/20,https://amp.gosanangelo.com/amp/5650485002?__twitter_impression=true,1 person associated with the volleyball team tested positive for COVID.,,,,Yes,,,,,,,,
TEXAS,MINEOLA ISD,MINEOLA H S,MINEOLA,08/05/20,https://www.easttexasmatters.com/news/top-stories/mineola-high-school-staff-member-tests-positive-for-covid-19/,1 staff member tested positive for COVID-19,,1,,Yes,Entire Volleyball Program,,,,,,,
TEXAS,MINEOLA ISD,MINEOLA MIDDLE,MINEOLA,08/12/20,https://www.easttexasmatters.com/health/coronavirus/mineola-middle-school-staff-member-tests-positive-for-covid-19-high-school-volleyball-team-remains-in-quarantine/; https://www.facebook.com/MineolaISD/posts/1366913270180665,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,MINEOLA ISD,MINEOLA MIDDLE,MINEOLA,08/24/20,https://www.cbs19.tv/amp/article/news/local/mineola-middle-school-student-tests-positive-for-covid-19/501-6e60925a-363d-4523-83ba-9484bb8e9235?__twitter_impression=true,"1 student tested positive of COVID. 2 other students are qarntines because they met the definition of close contact,",1,,,Yes,2,,,,,,,
TEXAS,MOUNT VERNON ISD,MT VERNON H S,MOUNT VERNON,08/24/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,2 students tested positive for COVID.,2,,,,,,,,,,,
TEXAS,NACOGDOCHES ISD,,NACOGDOCHES,08/20/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,Band rehersals cancelled after student tests positive for COVID-19,1,,,,,,,,,,,
TEXAS,NAVARRO ISD,NAVARRO EL,SEGUIN,09/01/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",Staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,NAVARRO ISD,NAVARRO H S,SEGUIN,08/12/20,https://news4sanantonio.com/news/coronavirus/navarro-high-school-extra-curricular-student-tests-positive-for-covid-19,2 students have tested positve for COVID-19,2,,,,,,,,,,,
TEXAS,NAVARRO ISD,NAVARRO H S,SEGUIN,08/14/20,"https://www.ksat.com/new
https://www.nisd.us/article/287715?org=navarro-isds/local/2020/08/15/navarro-isd-sees-increase-in-covid-19-cases-among-students-staff/",Students were infected during ascrimmage on August 8. Schools were slated to reopen on August 19.,8,10,,,,,,,,,,
TEXAS,NAVARRO ISD,,SEGUIN,09/01/20,https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php,"In August, the district has announced 25 COVID-19 cases - 11 staff members and 14 students.",14,11,,,,,,,,,,
